max time for a PostVersionList measured (text), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
rkrGstNormalizedTokenJaccardMinMatchLength2, 0, 50, 1, 0, 8, 0, 6, 0, 5, 0
diceVariant5Grams, 0, 17, 1, 0, 2, 0, 3, 0, 2, 0
rkrGst2GramDiceMinMatchLength2, 0, 597, 19, 5, 81, 2, 77, 0, 57, 4
rkrGst2GramJaccardMinMatchLength1, 0, 747, 25, 6, 82, 2, 73, 0, 52, 4
jaccardNormalizedTokens, 0, 24, 1, 1, 4, 0, 5, 0, 3, 0
diceVariant3Grams, 0, 18, 1, 0, 3, 0, 3, 0, 2, 0
rkrGstNormalized3GramDiceVariantMinMatchLength3, 0, 509, 17, 4, 48, 1, 59, 0, 41, 3
rkrGstNormalized2GramOverlapMinMatchLength1, 0, 553, 16, 4, 52, 1, 60, 0, 40, 3
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0, 79, 4, 1, 12, no result, 18, 0, 11, 0
rkrGstShingle2JaccardMinMatchLength3, 0, 59, 2, 1, 10, no result, 9, 0, 6, 0
rkrGstNormalizedShingle2DiceVariantMinMatchLength2, 0, 75, 3, 1, 12, no result, 14, 0, 8, 0
overlapShingles2, 0, 11, 0, 0, 2, no result, 2, 0, 1, 0
rkrGstNormalized5GramJaccardMinMatchLength3, 0, 554, 18, 4, 56, 2, 77, 0, 52, 4
dice2Grams, 0, 12, 1, 0, 2, 0, 2, 0, 1, 0
rkrGst4GramDiceMinMatchLength3, 0, 680, 20, 4, 70, 2, 81, 0, 53, 4
jaccard3Grams, 0, 23, 1, 0, 3, 0, 4, 0, 3, 0
rkrGstNormalized5GramOverlapMinMatchLength2, 0, 554, 19, 3, 57, 1, 100, 0, 48, 3
rkrGstNormalized4GramOverlapMinMatchLength2, 0, 533, 17, 3, 50, 1, 66, 0, 43, 3
rkrGstNormalizedShingle2JaccardMinMatchLength1, 0, 82, 4, 1, 14, no result, 15, 0, 9, 1
rkrGstNormalizedTokenDiceVariantMinMatchLength1, 0, 59, 2, 1, 10, 0, 7, 0, 5, 0
winnowingNormalized2GramJaccard, 0, 18, 1, 1, 3, 0, 4, 0, 2, 0
jaccardNormalized3Grams, 0, 21, 2, 1, 3, 0, 5, 0, 3, 0
rkrGstNormalized3GramJaccardMinMatchLength3, 0, 525, 17, 4, 49, 2, 72, 0, 46, 3
rkrGstNormalizedShingle2OverlapMinMatchLength2, 0, 76, 3, 1, 12, no result, 21, 0, 10, 1
rkrGst4GramDiceMinMatchLength2, 0, 725, 21, 4, 75, 2, 77, 0, 54, 5
winnowing4GramOverlap, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
rkrGstNormalized5GramJaccardMinMatchLength1, 0, 601, 19, 4, 62, 2, 71, 0, 51, 4
winnowingNormalizedShingle3Overlap, 0, 21, 1, 1, 4, no result, 4, 0, 3, no result
optimalAlignment5GramFingerprint, 0, 236, 14, 1, 30, 0, 55, 0, 27, 1
winnowing5GramOverlap, 0, 17, 1, 0, 2, 0, 3, 0, 2, 0
diceVariantNormalizedPadding2grams, 0, 20, 1, 1, 3, 0, 3, 0, 3, 0
diceNormalizedPadding5grams, 0, 20, 1, 1, 4, 0, 4, 0, 2, 0
rkrGst2GramDiceVariantMinMatchLength1, 0, 672, 20, 5, 76, 2, 71, 0, 52, 4
longestCommonSubsequence5GramFingerprint, 0, 17, 1, 0, 3, 0, 3, 0, 2, 0
rkrGstNormalized3GramJaccardMinMatchLength2, 0, 519, 18, 4, 49, 1, 59, 0, 41, 3
rkrGstShingle3DiceVariantMinMatchLength2, 0, no result, 2, 0, 12, no result, 10, 0, 7, no result
rkrGstNormalized4GramJaccardMinMatchLength3, 0, 546, 18, 4, 50, 1, 79, 0, 48, 4
rkrGst5GramOverlapMinMatchLength2, 0, 752, 20, 5, 78, 2, 78, 0, 64, 4
winnowingNormalized4GramOverlap, 0, 20, 1, 0, 3, 0, 4, 0, 2, 0
diceVariantNormalized2Grams, 0, 16, 1, 0, 3, 0, 3, 0, 2, 0
jaccard2Grams, 0, 14, 1, 0, 2, 0, 3, 0, 2, 0
cosineNormalized5GramsTermFrequency, 0, 37, 3, 1, 7, 2, 7, 0, 5, 1
diceTokens, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
diceNormalizedShingles3, 0, 22, 1, 1, 4, no result, 5, 0, 3, no result
overlapNormalizedTokens, 0, 20, 1, 0, 3, 0, 4, 0, 2, 0
rkrGstShingle2OverlapMinMatchLength2, 0, 57, 2, 0, 9, no result, 9, 0, 6, 0
rkrGst3GramJaccardMinMatchLength3, 0, 649, 21, 4, 71, 2, 71, 0, 52, 4
overlap2Grams, 0, 12, 1, 0, 2, 0, 2, 0, 1, 0
optimalAlignment3GramFingerprint, 0, 242, 15, 1, 30, 0, 58, 0, 28, 1
rkrGst2GramOverlapMinMatchLength1, 0, 646, 20, 6, 72, 2, 73, 0, 53, 4
rkrGst4GramDiceMinMatchLength1, 0, 784, 22, 5, 90, 2, 82, 0, 56, 4
rkrGstNormalizedShingle2OverlapMinMatchLength1, 0, 77, 3, 1, 12, no result, 15, 0, 8, 1
manhattanNormalizedShingles3, 0, 29, 2, 1, 6, no result, 6, 0, 4, no result
cosineNormalizedShingle2Bool, 0, 26, 1, 1, 4, no result, 5, 0, 3, 0
rkrGstTokenJaccardMinMatchLength3, 0, 44, 1, 0, 7, 0, 6, 0, 4, 0
overlapNormalizedPadding2grams, 0, 17, 1, 0, 3, 0, 3, 0, 2, 0
winnowing3GramDice, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
rkrGst4GramOverlapMinMatchLength1, 0, 724, 22, 5, 78, 2, 100, 0, 65, 5
rkrGst2GramOverlapMinMatchLength3, 0, 595, 18, 4, 65, 2, 84, 0, 50, 3
cosineNormalizedShingle2TermFrequency, 0, 30, 2, 1, 5, no result, 6, 0, 5, 0
winnowing2GramDice, 0, 15, 1, 0, 3, 0, 4, 0, 2, 0
rkrGst5GramOverlapMinMatchLength1, 0, 871, 21, 5, 94, 2, 98, 0, 60, 4
diceVariantNormalizedPadding5grams, 0, 20, 1, 1, 3, 0, 4, 0, 3, 0
rkrGstNormalized2GramOverlapMinMatchLength3, 0, 481, 16, 3, 47, 1, 57, 0, 39, 3
winnowingNormalizedShingle2DiceVariant, 0, 21, 1, 1, 4, no result, 4, 0, 3, 0
rkrGstShingle3JaccardMinMatchLength2, 0, no result, 2, 0, 12, no result, 11, 0, 7, no result
jaccardNormalizedPadding4grams, 0, 24, 2, 1, 4, 0, 5, 0, 3, 0
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 622, 19, 4, 60, 2, 72, 0, 52, 5
rkrGstNormalizedShingle2JaccardMinMatchLength2, 0, 75, 3, 1, 12, no result, 14, 0, 8, 1
diceNormalizedTokens, 0, 7, 0, 0, 1, 0, 1, 0, 1, 0
rkrGstNormalized4GramOverlapMinMatchLength1, 0, 579, 20, 4, 55, 1, 65, 0, 44, 3
rkrGst4GramDiceVariantMinMatchLength3, 0, 694, 25, 5, 72, 2, 86, 0, 88, 5
winnowingShingle3Jaccard, 0, no result, 0, 0, 2, no result, 2, 0, 1, no result
