max time for a PostVersionList measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
jaccard3Grams, 0, 2, 0, 9, 6, 3, 0, 0, 0, 3
jaccard4Grams, 0, 3, 0, 10, 7, 3, 0, 0, 0, 4
rkrGst4GramDiceMinMatchLength3, 0, 36, 5, 349, 3009, 138, 4, 3, 10, 282
winnowingShingle3Overlap, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
overlapShingles2, 0, 1, 0, 8, 4, no result, 0, 0, 0, 2
overlapNormalizedTokens, 0, 2, 0, 9, 6, 3, 0, 0, 0, 4
jaccard5Grams, 0, 3, 0, 10, 7, 3, 0, 0, 0, 4
winnowingTokenDiceVariant, 0, 1, 0, 3, 2, 1, 0, 0, 0, 1
rkrGstNormalized5GramDiceMinMatchLength2, 0, 23, 3, 159, 367, 37, 2, 1, 4, 132
rkrGstNormalizedTokenDiceVariantMinMatchLength3, 0, 2, 0, 17, 12, 6, 0, 0, 0, 6
longestCommonSubsequenceNormalized, 0, 8, 1, 85, 229, 18, 1, 0, 5, 68
diceVariant4Grams, 0, 2, 0, 8, 6, 3, 0, 0, 0, 3
cosineNormalized2GramsBool, 0, 4, 0, 12, 7, 4, 0, 0, 1, 5
rkrGstNormalized5GramJaccardMinMatchLength1, 0, 56, 8, 198, 379, 40, 2, 1, 4, 138
winnowingShingle2DiceVariant, 0, 1, 0, 6, 4, no result, 0, 0, 0, 2
rkrGst3GramJaccardMinMatchLength3, 0, 34, 5, 301, 2349, 162, 4, 3, 8, 295
rkrGst2GramDiceMinMatchLength2, 0, 36, 7, 285, 1181, 161, 4, 3, 7, 247
rkrGst5GramDiceMinMatchLength3, 0, 37, 7, 390, 3438, 144, 5, 3, 9, 299
rkrGstNormalizedShingle2OverlapMinMatchLength2, 0, 4, 0, 23, 23, no result, 0, 0, 1, 10
diceShingles3, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
overlapNormalizedPadding5grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 4
rkrGstNormalizedShingle2DiceMinMatchLength2, 0, 4, 0, 24, 23, no result, 0, 0, 1, 10
rkrGstNormalized3GramJaccardMinMatchLength3, 0, 23, 2, 139, 407, 35, 2, 1, 4, 154
rkrGstNormalizedShingle3DiceVariantMinMatchLength1, 0, 6, 0, 29, 33, no result, 0, 0, 3, no result
rkrGst4GramJaccardMinMatchLength3, 0, 36, 5, 365, 3011, 173, 4, 3, 9, 282
rkrGstNormalized4GramJaccardMinMatchLength2, 0, 24, 3, 239, 351, 36, 2, 1, 4, 124
rkrGstShingle2DiceMinMatchLength3, 0, 2, 0, 22, 19, no result, 0, 0, 0, 10
longestCommonSubsequenceStandard, 0, 11, 1, 215, 471, 51, 1, 0, 7, 99
rkrGstShingle2OverlapMinMatchLength2, 0, 2, 0, 23, 18, no result, 0, 0, 1, 9
rkrGstShingle2OverlapMinMatchLength3, 0, 2, 0, 23, 18, no result, 0, 0, 0, 9
rkrGst4GramDiceVariantMinMatchLength1, 0, 45, 5, 422, 2970, 220, 4, 4, 8, 286
optimalAlignment4GramFingerprintNormalized, 0, 9, 1, 103, 267, 37, 2, 0, 6, 125
rkrGstNormalized4GramOverlapMinMatchLength3, 0, 23, 2, 147, 342, 37, 3, 1, 5, 143
overlap3Grams, 0, 2, 0, 10, 8, 2, 0, 0, 0, 8
winnowing2GramDiceVariant, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
optimalAlignment2GramFingerprint, 0, 18, 2, 269, 771, 62, 3, 1, 14, 145
longestCommonSubsequence4GramFingerprintNormalized, 0, 6, 1, 46, 98, 8, 0, 0, 2, 37
levenshteinStandard, 0, 5, 0, 102, 300, 25, 1, 0, 4, 63
rkrGstShingle2DiceVariantMinMatchLength2, 0, 3, 0, 24, 18, no result, 0, 0, 1, 10
winnowing5GramDiceVariant, 0, 3, 0, 12, 11, 4, 0, 0, 0, 5
optimalAlignment3GramFingerprint, 0, 19, 2, 281, 714, 64, 2, 1, 11, 137
rkrGstShingle3DiceVariantMinMatchLength3, 0, no result, 0, 29, 23, no result, 0, 0, 1, no result
optimalAlignmentShingle3Fingerprint, 0, no result, 0, 12, 7, no result, 0, 0, 0, no result
overlap5Grams, 0, 2, 0, 8, 7, 3, 0, 0, 0, 3
rkrGstNormalized3GramDiceMinMatchLength1, 0, 23, 2, 139, 341, 38, 2, 1, 4, 151
rkrGstShingle2OverlapMinMatchLength1, 0, 2, 0, 25, 19, no result, 0, 0, 1, 12
rkrGst3GramOverlapMinMatchLength2, 0, 34, 6, 297, 2292, 146, 3, 3, 8, 281
rkrGstNormalizedShingle3DiceVariantMinMatchLength2, 0, 8, 0, 28, 29, no result, 0, 0, 1, no result
rkrGstNormalized3GramDiceVariantMinMatchLength2, 0, 23, 2, 134, 332, 35, 2, 1, 4, 155
longestCommonSubsequence3GramFingerprintNormalized, 0, 5, 0, 37, 103, 8, 0, 0, 2, 30
jaccardTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
rkrGst2GramOverlapMinMatchLength3, 0, 38, 5, 269, 1464, 204, 3, 3, 10, 335
rkrGstTokenDiceVariantMinMatchLength3, 0, 2, 0, 19, 14, 7, 0, 0, 0, 7
rkrGstTokenDiceMinMatchLength3, 0, 1, 0, 18, 14, 6, 0, 0, 0, 8
rkrGstShingle3OverlapMinMatchLength2, 0, no result, 0, 50, 25, no result, 0, 0, 1, no result
rkrGst5GramDiceMinMatchLength1, 0, 44, 6, 429, 3213, 138, 4, 3, 9, 301
winnowingNormalized2GramOverlap, 0, 3, 0, 10, 9, 3, 0, 0, 0, 6
rkrGst5GramOverlapMinMatchLength2, 0, 37, 8, 451, 3572, 134, 4, 3, 9, 302
rkrGst2GramDiceVariantMinMatchLength3, 0, 34, 5, 261, 1158, 153, 3, 2, 7, 241
cosineNormalized2GramsTermFrequency, 0, 4, 0, 12, 7, 4, 0, 0, 1, 6
rkrGstNormalized2GramJaccardMinMatchLength3, 0, 23, 2, 131, 322, 35, 2, 1, 4, 150
rkrGstShingle3OverlapMinMatchLength1, 0, no result, 0, 30, 25, no result, 0, 0, 1, no result
cosineNormalized4GramsNormalizedTermFrequency, 0, 6, 0, 16, 10, 5, 0, 0, 1, 7
rkrGstNormalizedTokenDiceMinMatchLength3, 0, 2, 0, 17, 12, 6, 0, 0, 0, 7
cosineNormalized4GramsBool, 0, 5, 0, 16, 10, 5, 0, 0, 1, 8
longestCommonSubsequence5GramFingerprint, 0, 2, 0, 11, 19, 3, 0, 0, 0, 5
rkrGst5GramJaccardMinMatchLength1, 0, 41, 6, 453, 3272, 135, 4, 3, 9, 306
rkrGst4GramOverlapMinMatchLength1, 0, 37, 5, 404, 3000, 147, 5, 3, 9, 284
longestCommonSubsequence4GramFingerprint, 0, 2, 0, 14, 24, 4, 0, 0, 0, 7
jaccard2Grams, 0, 2, 0, 8, 5, 2, 0, 0, 0, 3
rkrGstTokenDiceVariantMinMatchLength1, 0, 2, 0, 17, 13, 6, 0, 0, 0, 6
cosineNormalizedTokensBool, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
rkrGst4GramDiceMinMatchLength1, 0, 41, 6, 361, 3036, 140, 4, 3, 9, 280
rkrGstShingle2JaccardMinMatchLength2, 0, 2, 0, 24, 18, no result, 0, 0, 1, 11
